Name,Scandinavian,Contemporary,Traditional,Hampton,Farmhouse,Industrial,Modern
1613.jpg,0,1,0,0,1,0,0
6151.jpg,0,1,0,0,0,0,0
4414.jpg,0,0,0,0,0,0,1
3996.jpg,0,0,0,0,0,1,0
2614.jpg,0,0,0,0,0,1,0
477.jpg,0,0,0,0,0,0,1
1129.jpg,0,0,0,0,1,0,0
1703.jpg,1,0,0,0,0,0,0
7014.jpg,1,0,0,0,0,0,1
601.jpg,0,0,0,0,0,0,1
3702.jpg,0,1,0,0,0,1,0
7934.jpg,0,1,0,0,0,0,0
4567.jpg,0,1,0,0,0,0,1
5782.jpg,0,0,0,0,0,0,1
6737.jpg,0,0,0,0,1,0,0
4256.jpg,0,0,0,0,1,0,0
6437.jpg,0,0,0,0,0,0,1
3842.jpg,0,0,0,0,0,0,1
2948.jpg,0,0,0,0,0,0,1
4032.jpg,0,0,0,0,0,1,0
8280.jpg,0,0,1,0,0,0,0
2841.jpg,0,0,0,0,1,0,0
2611.jpg,0,0,0,0,0,1,0
289.jpg,0,1,0,0,0,0,0
6074.jpg,0,0,0,0,0,0,1
5444.jpg,0,0,0,0,0,0,1
8770.jpg,0,0,0,0,1,0,0
3395.jpg,0,0,0,0,0,1,0
4341.jpg,0,0,0,0,0,0,0
893.jpg,0,0,0,0,0,0,1
1279.jpg,0,0,0,0,1,0,0
6931.jpg,0,0,0,0,0,0,1
7009.jpg,1,0,0,0,0,0,1
3260.jpg,0,0,0,0,0,0,0
389.jpg,0,1,0,1,0,0,0
7595.jpg,0,0,1,0,0,0,0
8179.jpg,0,0,0,0,1,0,0
7266.jpg,1,0,0,0,0,0,0
4150.jpg,0,1,0,0,0,0,0
514.jpg,0,0,0,0,1,0,0
4733.jpg,0,1,0,0,0,0,0
1916.jpg,0,0,0,0,1,0,0
4022.jpg,0,1,0,0,0,1,0
6739.jpg,1,0,0,0,0,0,1
450.jpg,0,0,0,0,0,0,1
1958.jpg,0,0,0,0,1,0,0
8077.jpg,0,0,1,0,0,0,0
1941.jpg,0,0,0,0,1,0,0
3236.jpg,0,0,0,0,0,1,0
8046.jpg,0,0,0,0,0,0,1
6729.jpg,0,0,0,0,0,0,1
1074.jpg,0,0,0,0,1,0,1
715.jpg,0,0,0,0,1,0,0
6826.jpg,0,1,0,0,0,0,0
2974.jpg,0,1,0,0,0,0,0
5535.jpg,0,0,0,0,0,0,1
182.jpg,0,0,0,0,0,0,1
1517.jpg,0,0,0,0,1,0,0
5213.jpg,0,0,0,0,0,0,1
7181.jpg,0,0,0,0,1,0,0
1161.jpg,0,0,0,0,1,0,0
2490.jpg,0,0,0,0,1,0,0
8622.jpg,0,0,0,0,0,0,0
5065.jpg,0,0,0,0,0,0,1
7734.jpg,0,0,1,0,1,0,0
491.jpg,0,0,0,0,0,0,1
2817.jpg,0,0,0,0,0,1,1
4336.jpg,0,1,0,0,0,1,1
7690.jpg,0,0,0,0,1,0,0
8064.jpg,0,0,0,0,0,0,1
8767.jpg,0,0,0,0,1,0,1
35.jpg,0,0,0,1,0,0,0
3399.jpg,0,0,0,0,0,1,0
2210.jpg,0,1,0,0,0,0,0
8955.jpg,0,0,0,0,1,0,1
5680.jpg,0,0,0,0,0,1,0
6374.jpg,1,0,0,0,0,0,0
4819.jpg,1,0,0,0,0,0,1
7299.jpg,0,0,0,0,0,0,1
4253.jpg,0,1,0,0,0,0,0
5156.jpg,0,0,0,0,0,0,1
6059.jpg,0,1,0,0,0,0,0
8133.jpg,0,1,0,0,0,0,0
6331.jpg,0,0,0,0,0,0,1
4317.jpg,0,1,0,0,0,0,1
3804.jpg,0,0,0,0,0,0,1
8650.jpg,0,0,1,0,1,0,0
6981.jpg,0,0,0,0,0,0,0
7564.jpg,0,0,0,0,0,0,0
5615.jpg,0,1,0,0,0,0,0
744.jpg,0,0,0,0,1,0,0
5882.jpg,0,0,0,0,0,0,1
7268.jpg,0,0,0,0,1,0,0
8863.jpg,0,0,1,0,0,0,0
5901.jpg,0,1,0,0,0,0,0
7256.jpg,0,0,0,0,0,0,1
6816.jpg,0,0,0,0,0,0,1
6855.jpg,0,0,0,0,0,0,0
4740.jpg,0,0,1,0,0,0,0
7909.jpg,0,0,1,0,0,0,0
7516.jpg,0,0,0,0,0,0,1
522.jpg,1,0,0,0,0,0,0
6932.jpg,0,0,0,0,0,0,1
8526.jpg,0,0,1,0,0,0,0
4019.jpg,0,0,0,0,0,1,0
8509.jpg,0,0,0,0,1,0,0
1475.jpg,1,0,0,0,0,0,0
8652.jpg,0,0,1,0,1,0,0
2926.jpg,0,0,0,0,1,1,0
1863.jpg,0,0,0,0,0,0,1
8691.jpg,0,0,0,1,0,0,0
4420.jpg,0,0,0,0,0,1,0
1204.jpg,0,0,0,0,1,0,0
680.jpg,0,0,0,0,1,0,0
4448.jpg,0,0,0,0,0,0,0
849.jpg,0,0,0,0,1,0,0
938.jpg,0,0,0,0,0,0,0
1569.jpg,1,0,0,0,1,0,0
7716.jpg,0,0,0,0,1,0,0
4553.jpg,0,0,0,0,0,0,1
3230.jpg,0,0,0,0,0,0,1
8899.jpg,0,1,0,0,0,0,0
4869.jpg,0,0,0,0,0,0,1
5897.jpg,0,1,0,0,0,0,0
2791.jpg,0,1,0,0,0,0,0
1663.jpg,0,0,0,0,0,0,0
1274.jpg,0,0,0,1,0,0,0
5487.jpg,0,1,0,0,0,0,0
5135.jpg,0,0,0,0,0,0,1
7659.jpg,0,1,0,0,0,0,0
7777.jpg,0,0,0,0,1,0,0
262.jpg,0,0,1,0,0,0,0
8348.jpg,0,0,0,1,0,0,0
1250.jpg,0,0,0,0,1,0,0
3652.jpg,0,0,0,0,1,0,0
3752.jpg,0,1,0,0,1,0,0
5136.jpg,0,0,0,0,0,0,1
7104.jpg,1,0,0,0,0,0,1
2193.jpg,0,1,0,0,0,0,0
4981.jpg,0,0,0,0,0,0,1
3533.jpg,0,0,0,0,0,1,0
2337.jpg,0,1,0,0,0,0,0
3570.jpg,0,1,0,0,0,0,0
3708.jpg,0,1,0,0,0,1,0
5059.jpg,0,0,0,0,0,0,1
529.jpg,0,0,0,1,0,0,0
2163.jpg,0,0,0,0,0,1,0
4722.jpg,0,1,0,0,0,0,0
8155.jpg,0,0,1,0,0,0,0
8307.jpg,0,0,0,0,0,0,1
6862.jpg,0,0,0,0,0,0,0
5997.jpg,0,1,0,0,0,0,0
404.jpg,0,0,0,0,0,0,1
661.jpg,0,0,0,0,1,0,0
3744.jpg,0,0,0,0,0,0,1
8310.jpg,0,0,0,0,0,0,0
6814.jpg,0,0,0,0,0,0,1
5454.jpg,0,0,0,0,1,0,0
348.jpg,1,0,0,0,0,0,1
7444.jpg,1,0,0,0,0,0,0
916.jpg,0,0,1,0,0,0,0
2747.jpg,0,0,0,0,0,0,1
5478.jpg,1,0,0,0,0,0,1
2399.jpg,0,0,0,0,0,1,0
3492.jpg,0,0,0,0,0,0,1
2179.jpg,0,0,0,0,1,0,0
6537.jpg,0,0,0,0,1,0,1
2380.jpg,1,1,0,0,0,0,0
5618.jpg,0,1,0,0,0,0,0
3713.jpg,0,1,0,0,0,0,0
6157.jpg,0,0,0,0,1,0,0
3049.jpg,0,0,0,0,1,0,0
6624.jpg,0,0,0,0,0,0,1
3753.jpg,0,0,0,0,0,1,0
2285.jpg,0,1,0,0,0,1,0
3222.jpg,0,0,0,0,0,1,0
296.jpg,0,1,0,0,0,0,0
1614.jpg,0,0,0,0,1,0,0
2650.jpg,0,0,0,0,0,1,0
6897.jpg,0,1,0,0,0,0,0
7604.jpg,0,0,0,0,1,0,0
3836.jpg,0,0,0,0,0,0,0
6824.jpg,0,0,0,0,1,0,0
205.jpg,1,0,0,0,0,0,0
6722.jpg,1,0,0,0,0,0,1
1102.jpg,0,0,0,0,1,0,0
2803.jpg,0,0,0,0,1,0,0
4896.jpg,0,0,0,0,1,0,1
5868.jpg,0,0,0,0,0,0,1
7123.jpg,0,0,0,0,0,1,1
6193.jpg,0,0,0,0,0,0,0
2989.jpg,0,0,0,0,0,1,0
6665.jpg,1,0,0,0,0,0,1
5885.jpg,0,0,0,0,0,0,1
741.jpg,0,0,0,0,1,0,0
1219.jpg,0,1,0,0,0,0,0
1925.jpg,0,0,0,0,0,0,1
6499.jpg,0,0,0,0,0,0,1
8880.jpg,0,0,0,0,1,0,0
8939.jpg,0,0,1,0,0,0,0
3875.jpg,0,1,0,0,0,0,0
7894.jpg,0,0,1,0,0,0,0
8123.jpg,0,0,1,0,0,0,0
6884.jpg,0,1,0,0,0,0,0
5771.jpg,0,0,0,0,1,0,1
7602.jpg,0,0,0,0,0,0,1
3683.jpg,0,1,0,0,0,0,0
3735.jpg,0,0,0,0,0,1,0
5261.jpg,0,0,0,0,0,0,1
3225.jpg,0,0,0,0,0,1,0
8247.jpg,0,0,1,0,0,0,0
4097.jpg,0,1,0,0,0,1,0
1280.jpg,0,0,0,0,1,0,0
250.jpg,0,0,0,0,0,0,1
4815.jpg,0,0,0,0,0,0,1
1170.jpg,1,0,0,0,0,0,1
5113.jpg,0,1,0,0,0,0,0
4198.jpg,0,0,0,0,0,0,1
2710.jpg,0,0,0,0,1,0,0
7382.jpg,0,1,0,0,0,0,0
4742.jpg,1,0,0,0,0,0,1
2573.jpg,0,0,0,0,0,0,1
2516.jpg,0,0,0,0,1,0,0
4531.jpg,0,0,0,0,1,0,0
8170.jpg,0,0,1,0,1,0,0
1151.jpg,0,0,0,0,1,0,0
6175.jpg,0,0,0,0,0,0,1
8008.jpg,0,0,1,0,0,0,0
7710.jpg,0,0,0,0,0,0,0
5114.jpg,0,1,0,0,0,0,0
3019.jpg,0,0,0,0,0,0,0
3895.jpg,0,1,0,0,0,1,0
7140.jpg,0,1,0,0,0,0,0
489.jpg,0,1,0,0,0,0,0
6227.jpg,0,0,0,0,0,0,0
1547.jpg,0,0,0,0,1,0,0
8359.jpg,0,0,0,0,0,0,0
6997.jpg,1,0,0,0,0,0,1
8177.jpg,0,0,0,1,0,0,0
3166.jpg,0,1,0,0,0,0,0
5281.jpg,0,0,0,0,0,0,0
762.jpg,0,0,1,0,0,0,0
6769.jpg,0,0,0,0,0,1,0
271.jpg,0,0,0,0,0,0,0
1626.jpg,0,0,0,0,1,0,0
3438.jpg,0,1,0,0,0,0,0
1820.jpg,0,1,0,0,0,0,0
4965.jpg,0,0,0,0,0,0,1
5763.jpg,0,0,0,0,0,0,1
7085.jpg,0,0,0,0,0,0,1
2771.jpg,0,0,0,0,0,0,1
6277.jpg,0,0,0,0,0,1,1
7665.jpg,0,0,1,0,0,0,0
5798.jpg,0,0,0,0,0,0,0
3818.jpg,0,0,0,0,0,1,1
6543.jpg,0,0,0,0,0,0,1
3162.jpg,0,0,0,0,1,0,0
1354.jpg,0,0,0,0,1,0,0
7992.jpg,0,0,1,0,1,0,0
7565.jpg,0,0,0,1,0,0,0
3377.jpg,0,1,0,0,0,0,0
5498.jpg,0,0,0,0,0,0,1
8545.jpg,0,0,0,0,1,0,0
4266.jpg,0,0,0,0,0,0,1
8424.jpg,0,0,1,1,0,0,0
3731.jpg,0,1,0,0,0,0,0
7261.jpg,1,0,0,0,0,0,1
8161.jpg,0,1,1,0,0,0,0
8441.jpg,0,0,0,1,0,0,0
1391.jpg,0,0,0,0,1,0,0
1364.jpg,0,0,0,0,1,0,0
7906.jpg,0,0,1,0,0,0,0
7725.jpg,0,0,1,0,0,0,0
5143.jpg,0,1,0,0,0,0,0
3614.jpg,0,0,0,0,0,0,1
1608.jpg,0,0,0,0,1,0,0
2440.jpg,0,0,0,0,0,0,0
8964.jpg,0,0,1,0,0,0,0
1177.jpg,0,0,0,0,1,0,0
5105.jpg,0,0,0,0,0,0,1
2220.jpg,0,1,0,0,0,0,0
6656.jpg,0,0,0,0,1,0,0
1691.jpg,0,0,0,0,0,0,0
1781.jpg,0,1,0,0,0,0,0
6191.jpg,0,0,0,0,1,0,0
638.jpg,0,0,0,0,1,0,0
6630.jpg,0,0,0,0,0,1,0
2860.jpg,0,0,0,0,0,1,1
1969.jpg,1,0,0,0,1,0,0
4224.jpg,0,0,0,0,0,0,1
1361.jpg,0,0,0,1,1,0,0
5476.jpg,0,1,0,0,0,0,0
6107.jpg,1,0,0,0,0,0,1
3194.jpg,0,0,0,0,0,0,1
8379.jpg,0,0,0,0,0,0,1
4069.jpg,0,1,0,0,0,1,0
4222.jpg,0,0,0,0,1,0,0
2574.jpg,0,0,0,0,0,0,1
7304.jpg,1,0,0,0,0,0,1
2527.jpg,0,0,0,0,0,1,0
3308.jpg,0,0,0,0,0,1,1
4646.jpg,0,0,0,0,1,0,1
4691.jpg,0,0,0,0,0,1,1
4514.jpg,0,0,0,0,0,0,1
152.jpg,0,0,0,0,1,0,1
7327.jpg,1,0,0,0,0,0,1
4016.jpg,0,1,0,0,0,0,0
2816jpg,0,0,0,0,0,1,0
295.jpg,0,0,0,0,1,0,0
2459.jpg,0,0,0,0,0,1,0
2312.jpg,0,0,0,0,0,1,0
2889.jpg,0,0,0,0,0,0,1
2666.jpg,0,0,0,0,0,1,0
6287.jpg,1,0,0,0,0,0,1
8100.jpg,0,0,1,0,1,0,0
3682.jpg,0,1,0,0,0,0,1
6073.jpg,1,0,0,0,0,0,1
6723.jpg,0,0,0,0,0,0,1
2406.jpg,0,1,0,0,0,1,0
5217.jpg,0,1,0,0,0,0,1
1901.jpg,0,0,0,0,1,0,0
3255.jpg,0,0,0,0,0,1,0
1633.jpg,0,0,1,0,1,0,0
1772.jpg,0,0,0,0,1,0,0
6487.jpg,0,0,0,0,0,0,1
8654.jpg,0,0,0,0,1,0,0
4607.jpg,0,0,0,0,0,0,1
4913.jpg,0,1,0,0,0,0,0
5041.jpg,0,0,0,0,0,0,0
7355.jpg,0,0,0,0,0,0,0
683.jpg,0,0,0,0,1,0,0
2167.jpg,0,1,0,0,0,0,0
5750.jpg,0,0,0,0,0,0,1
6245.jpg,0,0,0,1,0,0,0
3569.jpg,0,1,0,0,0,0,0
23.jpg,1,0,0,0,0,0,0
6447.jpg,1,0,0,0,0,0,1
3513.jpg,0,0,0,0,0,0,1
5179.jpg,0,0,0,0,0,0,1
8360.jpg,0,0,0,0,0,0,1
1834.jpg,0,0,0,0,1,0,0
8436.jpg,0,0,0,0,1,0,0
6638.jpg,0,0,0,0,0,0,1
1843.jpg,0,1,0,0,0,0,0
1194.jpg,0,0,0,0,1,0,0
4152.jpg,0,1,0,0,0,1,0
2996.jpg,0,0,0,0,0,1,1
6849.jpg,0,0,0,0,1,0,0
8846.jpg,1,0,0,0,0,0,0
962.jpg,0,0,0,0,1,0,0
7259.jpg,0,0,0,0,0,0,1
4974.jpg,0,1,0,0,0,0,0
7035.jpg,0,0,0,0,0,0,1
1435.jpg,0,0,0,0,1,0,0
3045.jpg,0,0,0,0,0,0,0
6413.jpg,0,0,0,0,0,0,0
1432.jpg,0,0,0,1,1,0,0
5558.jpg,0,1,0,0,0,0,0
7423.jpg,1,0,0,0,0,0,0
665.jpg,0,0,0,0,1,0,0
1470.jpg,0,0,0,0,1,0,0
6795.jpg,0,0,0,0,0,0,0
2069.jpg,0,0,0,0,0,0,1
1088.jpg,0,0,0,0,1,0,0
33.jpg,0,0,0,0,0,0,1
7308.jpg,1,0,0,0,0,0,1
3034.jpg,0,1,0,0,0,0,0
7067.jpg,0,0,0,0,0,0,1
2074.jpg,0,0,0,0,0,1,0
2934.jpg,0,0,0,0,0,0,1
1207.jpg,0,0,0,0,1,0,0
4423.jpg,0,0,0,0,0,0,0
599.jpg,0,0,0,0,1,0,0
4809.jpg,1,0,0,0,0,0,1
7856.jpg,0,0,0,0,0,0,1
3583.jpg,0,1,0,0,0,0,0
4410.jpg,0,0,0,0,1,0,0
5767.jpg,0,0,0,0,0,0,0
8195.jpg,0,0,0,0,1,0,0
2978.jpg,0,1,0,0,0,0,0
4769.jpg,0,0,0,0,0,0,1
1592.jpg,0,0,0,1,0,0,0
3259.jpg,1,0,0,0,0,0,1
7889.jpg,0,0,1,0,0,0,0
4175.jpg,0,0,0,0,0,0,0
1498.jpg,0,0,0,0,1,0,0
6994.jpg,0,0,0,0,0,0,0
3475.jpg,0,0,0,0,0,0,0
747.jpg,1,0,0,0,0,0,0
1130.jpg,0,0,0,0,0,1,0
4347.jpg,0,1,0,0,0,0,0
3924.jpg,0,0,0,0,0,1,0
4830.jpg,0,0,0,0,0,0,1
5429.jpg,0,0,0,0,0,0,1
6270.jpg,0,0,0,0,0,0,0
4172.jpg,0,0,0,0,0,0,1
6294.jpg,0,0,0,1,1,0,0
509.jpg,0,0,0,0,1,0,0
3736.jpg,0,0,0,0,0,1,1
5554.jpg,0,1,0,0,0,0,0
1851.jpg,0,0,0,0,1,0,0
776.jpg,0,0,0,0,1,0,0
4900.jpg,0,0,0,0,0,0,1
1796.jpg,0,0,0,0,1,0,0
6255.jpg,0,0,0,0,1,0,0
8017.jpg,0,0,0,1,0,0,0
8044.jpg,0,0,0,0,0,0,1
4204.jpg,0,0,0,0,1,0,0
5867.jpg,0,0,0,0,0,0,1
2597.jpg,0,0,0,0,0,1,0
6970.jpg,0,1,0,0,0,0,0
3415.jpg,0,0,0,0,0,0,1
5941.jpg,0,0,0,0,0,0,0
677.jpg,0,0,0,0,1,0,0
5048.jpg,0,0,0,0,0,0,1
7527.jpg,0,0,0,0,0,0,0
7089.jpg,0,0,0,0,0,0,0
8139.jpg,0,0,0,0,1,0,0
2373.jpg,0,0,0,0,0,1,0
444.jpg,0,0,1,0,0,0,0
6275.jpg,1,0,0,0,0,0,1
7257.jpg,1,0,0,0,0,0,0
8706.jpg,0,1,0,0,0,0,0
7413.jpg,0,1,0,0,0,0,0
1708.jpg,0,0,0,0,1,0,0
2434.jpg,0,0,0,0,0,1,1
6204.jpg,0,0,0,1,0,0,1
1287.jpg,0,0,0,0,1,0,0
7745.jpg,0,0,1,0,1,0,0
3018.jpg,0,0,0,0,0,0,0
4828.jpg,0,0,0,0,0,0,1
7689.jpg,0,0,0,1,0,0,0
4639.jpg,0,0,0,0,0,0,1
2532.jpg,0,0,0,0,1,1,0
2414.jpg,0,1,0,0,0,0,0
1588.jpg,0,0,0,0,1,0,1
5431.jpg,0,0,0,0,0,0,1
3664.jpg,0,0,0,0,0,1,0
409.jpg,0,0,0,0,0,0,1
4070.jpg,0,1,0,0,0,1,0
7643.jpg,0,0,0,0,1,0,0
5730.jpg,1,0,0,0,0,0,1
4823.jpg,0,0,0,0,0,0,1
2029.jpg,0,0,0,0,0,1,0
6599.jpg,1,0,0,0,0,0,1
1536.jpg,0,1,0,0,0,0,0
2136.jpg,0,0,0,0,0,1,1
4960.jpg,0,0,0,0,0,0,1
1727.jpg,1,0,0,0,0,0,0
3519.jpg,0,0,0,0,0,0,0
3860.jpg,0,1,0,0,0,0,0
1069.jpg,0,0,0,0,0,0,1
1641.jpg,0,0,0,0,1,0,0
